Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
April,21,Accountant,44719.17,39695975,6,6,29,7,47,20,23.21,11.0,Bad,3818.57,30737684318741300,13 Years and 2 Months,Yes,24859988585543700,3161728449334870,Low_spent_Large_value_payments,1021870000000000,Poor
May,21,Accountant,44719.17,39695975,6,6,29,7,44,19,23.21,11.0,_,3818.57,2773718316891480,NA,Yes,24859988585543700,3120946329163960,!@9#%8,1062650000000000,Poor
June,21,nan,44719.17,39695975,6,6,29,7,46,20,23.21,11.0,_,3818.57,35533272042352800,13 Years and 4 Months,Yes,24859988585543700,11646392699248300,High_spent_Medium_value_payments,28189600000000000,Poor
July,21,nan,44719.17,39695975,6,6,29,7,42,19,28.21,11.0,_,3818.57,3725127281543510,13 Years and 5 Months,Yes,24859988585543700,44641009136448400,Low_spent_Small_value_payments,,Poor
August,21,Accountant,44719.17,39695975,6,6,29,7,46,19,23.21,14.0,Bad,3818.57,2938080624152670,13 Years and 6 Months,Yes,24859988585543700,11576449205650200,High_spent_Medium_value_payments,2825950000000000,Poor
January,47,Accountant,17787.34,12422783333333300,8,4,16,2,0,15,5.65,0.0,Standard,730.9,2699358623184500,29 Years and 9 Months,No,2006363388435490,42298588028682400,High_spent_Small_value_payments,321865611420296,Standard
February,47_,Accountant,17787.34,12422783333333300,8,4,16,2,5,15,5.65,0.0,Standard,730.9,3633219149480250,NA,No,2006363388435490,5489407315545210,!@9#%8,3292700000000000,Standard
March,47,Accountant,17787.34_,12422783333333300,8,4,16,2,2,15,5.65,0.0,Standard,730.9,26314310085269300,29 Years and 11 Months,No,21524.0,9842059162449920,Low_spent_Small_value_payments,29574400000000000,Standard
April,47,Accountant,17787.34,12422783333333300,8,4,16,2,6,183_,5.65,0.0,Standard,730.9,34903091503743500,30 Years and 0 Months,NM,2006363388435490,28516043623264600,High_spent_Medium_value_payments,3256480000000000,Standard
May,47,Accountant,17787.34,12422783333333300,8,4,16,2,5,16,5.65,0.0,Standard,730.9,32535127683468700,NA,No,2006363388435490,15755247218936400,Low_spent_Small_value_payments,23661200000000000,Standard
June,47,Accountant,17787.34,12422783333333300,8,4,16,2,7,16,5.65,0.0,Standard,730.9,3368265491389940,30 Years and 2 Months,No,2006363388435490,1191483872479070,Low_spent_Medium_value_payments,2650160000000000,Standard
July,47,nan,17787.34,12422783333333300,8,4,16,2,5,17,5.65,,_,730.9,2516516575283600,30 Years and 3 Months,No,2006363388435490,8998634736802830,Low_spent_Medium_value_payments,29417800000000000,Standard
August,48,Accountant,17787.34,,8,4,16,2,5,15,5.65,0.0,Standard,730.9,29998151246391900,30 Years and 4 Months,No,2006363388435490,3171381628337270,Low_spent_Large_value_payments,34245000000000000,Standard
January,-500,Teacher,103353.06,8527755,3,3,6,1,4,9,3.11,2.0,Good,1374.56,32685521602498100,25 Years and 7 Months,No,6400168567310890,,High_spent_Medium_value_payments,8578260000000000,Good
February,456,nan,103353.06,8527755,3,3,6,1,4,9,8.11,2.0,_,1374.56,4054255171461400,25 Years and 8 Months,No,6400168567310890,3264827489349890,Low_spent_Medium_value_payments,7422910000000000,Good
March,41,Teacher,103353.06,8527755,3,3,6,1_,4,7,3.11,2.0,Good,1374.56,3399185439584720,25 Years and 9 Months,No,6400168567310890,1731808383657970,High_spent_Large_value_payments,8555930000000000,Standard
April,42,Teacher,103353.06,8527755,3,3,6,1,4,9,3.11,2.0,Good,1374.56,23170844581879000,25 Years and 10 Months,No,6400168567310890,10438736115710100,Low_spent_Small_value_payments,34900200000000000,Good
May,42,Teacher,103353.06,8527755,3,3,6,1,4,9,3.11,2.0,_,1374.56,38766159760766700,25 Years and 11 Months,No,6400168567310890,16544837065048900,High_spent_Large_value_payments,863325443676402,Good
June,42,Teacher,103353.06,8527755,3,3,6,1,4,6,3.11,2.0,_,1374.56,2865012699019420,26 Years and 0 Months,No,6400168567310890,12428948244015300,High_spent_Large_value_payments,9044840000000000,Good
July,5717,Teacher,103353.06,8527755,3,3,6,1,2,9_,3.11,2.0,Good,1374.56,3299883089598460,26 Years and 1 Months,No,6400168567310890,10387009403582000,Low_spent_Small_value_payments,4007290000000000,Good
August,42,Teacher,103353.06,8527755,3,3,6,1,4,12,3.11,2.0,Good,1374.56,4183706533235720,26 Years and 2 Months,No,6400168567310890,6710576784585810,High_spent_Large_value_payments,9616680000000000,Good
January,38,Journalist,31021.24,2756103333333330,7,7,11,4,16,21,18.21,4.0,Standard,852.81,31194398646221100,32 Years and 10 Months,No,9075917846495150,6851358027398930,High_spent_Medium_value_payments,3663380000000000,Standard
February,38,Journalist,31021.24,2756103333333330,7,809,11,4,13,17,11.21,4.0,Standard,852.81,33894574994706900,32 Years and 11 Months,No,9075917846495150,5853848336369260,High_spent_Medium_value_payments,3763130000000000,Standard
March,38,Journalist,31021.24,2756103333333330,7,7,11,4,21,20,11.21,7.0,Standard,852.81,32866581629755600,33 Years and 0 Months,No,9075917846495150,1369906688908970,Low_spent_Large_value_payments,31786000000000000,Standard
April,38,Journalist,31021.24,,7,7,11,4,17,,9.21,7.0,Standard,852.81,29508619528945100,33 Years and 1 Months,No,9075917846495150,__10000__,High_spent_Medium_value_payments,3647330000000000,Standard
May,38,Journalist,31021.24,2756103333333330,7,7,11,4,16,20,5.210.000.000.000.000,7.0,Standard,852.81,34139449388432100,33 Years and 2 Months,NM,9075917846495150,1534035982175160,High_spent_Small_value_payments,29144800000000000,Standard
June,38,Journalist,31021.24,2756103333333330,7,7,11,4,20,20,11.21,7.0,Standard,852.81,371715264449191,33 Years and 3 Months,No,9075917846495150,5697757258677180,High_spent_Large_value_payments,3678740000000000,Standard
July,38,Journalist,31021.24,2756103333333330,7,7,11,4,16,20,11.21,7.0,Standard,852.81,38080241604713100,33 Years and 4 Months,No,9075917846495150,8108806112719690,Low_spent_Large_value_payments,37376300000000000,Standard
August,38,Journalist,31021.24,2756103333333330,7,7,11,4,16,21,15.21,7.0,_,852.81,38932412519805800,NA,No,9075917846495150,34384650660726100,Low_spent_Small_value_payments,13100500000000000,Standard
January,36,Journalist,134978.24,11059186666666600,8,5,15,2,9,16,9.89,3.0,_,668.14,3659328466892720,26 Years and 2 Months,NM,14511182338766000,8341444378722010,Low_spent_Medium_value_payments,40666200000000000,Standard
February,36,Journalist,134978.24,11059186666666600,8,5,15,2,12,16,9.89,3.0,Standard,668.14,4619423785177880,26 Years and 3 Months,Yes,14511182338766000,1295214490981340,High_spent_Medium_value_payments,10812900000000000,Standard
March,36,Journalist,134978.24,10541520749550500,8,5,15,2,9,14,9.89,3.0,Standard,668.14,24856735139084400,26 Years and 4 Months,Yes,6627777405037290,,Low_spent_Small_value_payments,5508320000000000,Standard
April,36,Journalist,134978.24_,,8,5,15,2,9,17,9.89,3.0,Standard,668.14,31933756230469200,26 Years and 5 Months,Yes,6627777405037290,,High_spent_Large_value_payments,11035400000000000,Good
May,36,Journalist,134978.24,10541520749550500,8,5,15,2,9,16,9.89,3.0,Standard,668.14,4161797405207350,26 Years and 6 Months,Yes,6627777405037290,14888750693710600,High_spent_Medium_value_payments,10619200000000000,Good
June,36,Journalist,134978.24,10541520749550500,8,5,15,2,9,16,9.89,5.0,Standard,668.14,3616238356879060,26 Years and 7 Months,Yes,6627777405037290,6636269364898520,Low_spent_Medium_value_payments,5771800000000000,Good
July,37,Journalist,134978.24,10541520749550500,8,5,15,2,9,16,68.900.000.000.000.000,5.0,Standard,668.14,387506935929968,26 Years and 8 Months,Yes,6627777405037290,7804179941398070,Low_spent_Small_value_payments,47038900000000000,Good
August,37,Journalist,134978.24,10541520749550500,8,5,15,2,9,15,16.89,5.0,Standard,668.14,39142199821899800,26 Years and 9 Months,Yes,6627777405037290,,Low_spent_Medium_value_payments,6678680000000000,Good
January,28_,Writer,39800.12,30476766666666600,7,5,12,3,17,18,18.53,4.0,_,660.69,24794356665154500,17 Years and 9 Months,Yes,5848765733950950,40421822446877300,Low_spent_Small_value_payments,13206200000000000,Standard
February,28,Writer,39800.12,30476766666666600,7,5,12,3,17,,_,4.0,Standard,660.69,26019210316189600,17 Years and 10 Months,Yes,5848765733950950,1698630825999940,Low_spent_Medium_value_payments,3564170000000000,Standard
March,28,Writer,39800.12,30476766666666600,7,5,12,3,17,18,18.53,4.0,Standard,660.69,29724708029309000,17 Years and 11 Months,Yes,5848765733950950,4102436030862390,Low_spent_Small_value_payments,12603600000000000,Standard
April,28,Writer,39800.12,30476766666666600,7,5,12,3,17,18,18.53,4.0,Standard,660.69,41203353364918500,18 Years and 0 Months,Yes,5848765733950950,3379278212331260,High_spent_Medium_value_payments,46248700000000000,Good
May,28,Writer,39800.12,30476766666666600,7,5,12,3,17,20,18.53,4.0,Standard,660.69,3266871614979320,18 Years and 1 Months,Yes,5848765733950950,4210063082782700,High_spent_Large_value_payments,44417900000000000,Standard
June,28,Writer,39800.12,30476766666666600,7,5,12,3,17,18,18.53,4.0,Standard,660.69,2602052332447660,18 Years and 2 Months,Yes,5848765733950950,12104412241217100,High_spent_Medium_value_payments,37523600000000000,Standard
July,28,Writer,39800.12,30476766666666600,7,5,12,3,17,18,16.53,4.0,_,660.69,3814533078091720,18 Years and 3 Months,Yes,5848765733950950,42294237864931400,High_spent_Medium_value_payments,45398600000000000,Standard
August,28,Writer,39800.12,30476766666666600,7,5,12,3,17,20,11.53,4.0,Standard,660.69,2862288043181340,18 Years and 4 Months,Yes,5848765733950950,27445624868905100,Low_spent_Medium_value_payments,25182400000000000,Standard
January,17,Manager,14841.35_,1437779166666660,6,5,17,7,60,16,27.64,6.0,Bad,3865.15,3902987341341810,NA,Yes,7154474307214650,11077777957257300,Low_spent_Small_value_payments,25145500000000000,Standard
February,17,Manager,14841.35,1437779166666660,6,5,17,7,60,16,27.64,6.0,Bad,3865.15,30474386644468800,7 Years and 6 Months,Yes,7154474307214650,828883325945393,Low_spent_Small_value_payments,2793450000000000,Standard
March,17,Manager,14841.35,1437779166666660,6,5,17,7,64,14,32.64,6.0,Bad,3865.15,2394861058495260,7 Years and 7 Months,Yes,7154474307214650,17108625776015500,Low_spent_Small_value_payments,19114700000000000,Standard
April,17,Manager,14841.35,1437779166666660,6,5,17,7,60,,27.64,6.0,Bad,3865.15,32052858414420200,7 Years and 8 Months,Yes,7154474307214650,9184978304553700,Low_spent_Small_value_payments,2703830000000000,Standard
May,17,Manager,14841.35,1437779166666660,6,5,17,7,60,16,27.64,6.0,Bad,3865.15,22865459166296500,7 Years and 9 Months,Yes,61490.0,6098737809925230,Low_spent_Medium_value_payments,29124600000000000,Standard
June,17,Manager,14841.35,1437779166666660,6,5,17,7,60,16,20.64,6.0,Bad,3865.15,2281838315950870,7 Years and 10 Months,Yes,7154474307214650,11276381987028400,Low_spent_Small_value_payments,24946900000000000,Standard
July,17,Manager,14841.35,,6,5,17,-100,60,16,27.64,6.0,_,3865.15,24597113286590500,NA,Yes,7154474307214650,2882234687359450,High_spent_Medium_value_payments,29341100000000000,Good
August,17,Manager,14841.35,1437779166666660,6,5,17,7,60,14_,28.64,6.0,Bad,3865.15,3715219502109300,8 Years and 0 Months,NM,7154474307214650,9659041285280130,!@9#%8,24564300000000000,Good
January,21,Architect,66105.4,5653783333333330,6,8,31,5_,26,22,5.52,9.0,_,1549.56,30111040314509100,11 Years and 2 Months,Yes,21407212305606200,18014684869734200,High_spent_Small_value_payments,43115900000000000,Standard
February,21,Architect,66105.4_,5653783333333330,6,8,31,5,26,22,5.52,9.0,_,1549.56,29327799148935900,11 Years and 3 Months,Yes,21407212305606200,4491873822219150,Low_spent_Small_value_payments,19211900000000000,Poor
March,21,Architect,66105.4,5653783333333330,6,8,31,5,26,,-14.800.000.000.000.000,9.0,Bad,1549.56,33898632324472100,11 Years and 4 Months,Yes,21407212305606200,2914013793253040,!@9#%8,33990500000000000,Poor
April,21,Architect,66105.4,,6,8,31,5,26,23,5.52,9.0,Bad,1549.56,2807920301903800,11 Years and 5 Months,Yes,21407212305606200,1698398152059740,High_spent_Small_value_payments,44146600000000000,Poor
May,21,Architect,66105.4,5653783333333330,6,8,31,5,23,22,5.52,9.0,Bad,1549.56,31756711872440700,11 Years and 6 Months,Yes,21407212305606200,7326818427000240,Low_spent_Small_value_payments,,Poor
June,21,nan,66105.4,,6,8,31,5,26,19,5.199.999.999.999.990,9.0,Bad,1549.56,37132176232409100,11 Years and 7 Months,Yes,21407212305606200,11606598618652300,High_spent_Small_value_payments,4952400000000000,Standard
July,22,nan,66105.4,5653783333333330,6,8,31,5,26,22,10.52,12.0,Bad,1549.56,386482220212851,11 Years and 8 Months,NM,21407212305606200,274572674146153,Low_spent_Small_value_payments,3667340000000000,Poor
August,22,Architect,66105.4,5653783333333330,6,8,31,5,26,22,5.52,12.0,Bad,1549.56,24714191993868100,11 Years and 9 Months,Yes,21407212305606200,,High_spent_Large_value_payments,47407600000000000,Poor
January,28,Mechanic,15398.95,15482458333333300,1,7,5,4,1,2,11.41,3.0,_,343.84,3674315458116910,28 Years and 3 Months,No,3481396985624460,8167810682135050,High_spent_Small_value_payments,29833300000000000,Standard
February,28,Mechanic,15398.95,15482458333333300,1,7,5,4,1,0,8.41,3.0,Good,343.84,39066407648867400,28 Years and 4 Months,No,3481396985624460,7465272755017800,Low_spent_Large_value_payments,3153580000000000,Standard
March,28,Mechanic,15398.95,,1,7,5,4,1,-1,8.41,3.0,Good,343.84,3349444238506030,28 Years and 5 Months,NM,3481396985624460,4760747045142000,High_spent_Medium_value_payments,32240300000000000,Standard
April,28,Mechanic,15398.95,15482458333333300,1,7,5,4,1,0,8.41,8.0,Good,343.84,3771613993133520,28 Years and 6 Months,No,3481396985624460,__10000__,High_spent_Small_value_payments,29987000000000000,Standard
May,28,Mechanic,15398.95,,1,7,5,4,-1,0,8.41,8.0,Good,343.84,3097302502631500,28 Years and 7 Months,NM,3481396985624460,123416843254174,!@9#%8,2865940000000000,Standard
June,28,Mechanic,15398.95,15482458333333300,1,7,5,4,1,0,8.41,8.0,Good,343.84,41239002434391000,28 Years and 8 Months,No,3481396985624460,1079849309340010,Low_spent_Large_value_payments,282025682543087,Standard
July,-500,nan,15398.95,15482458333333300,1,932,5,4,1,0,8.41,8.0,Good,343.84,2645254706363760,28 Years and 9 Months,NM,3481396985624460,19794261236228300,!@9#%8,2120680000000000,Standard
August,28,Mechanic,15398.95,15482458333333300,1,7,5,4,1,1,8.41,8.0,Good,343.84_,2813568775694770,28 Years and 10 Months,No,3481396985624460,9538656229488770,Low_spent_Large_value_payments,2946240000000000,Standard
January,18,Developer,27070.07,25188391666666600,7,3,11,4,12,15,5.68,1.0,Standard,919.76,28555850410033000,29 Years and 2 Months,No,7323331847935150,7631458794990100,High_spent_Small_value_payments,36233600000000000,Standard
February,18,Developer,27070.07,25188391666666600,7,3,11,4,12,15,5.68,6.0,Standard,919.76,3406157477482700,29 Years and 3 Months,NM,7323331847935150,31408757466977000,Low_spent_Small_value_payments,15456300000000000,Standard
March,18,Developer,27070.07,25188391666666600,7,3,11,4,17,1106,5.68,6.0,Standard,919.76,29830652197925200,29 Years and 4 Months,No,7323331847935150,10418110390526900,High_spent_Medium_value_payments,32446900000000000,Standard
April,18,Developer,27070.07,25188391666666600,7,3,11,4,12,18,5.68,6.0,Standard,919.76,4044063791335170,29 Years and 5 Months,No,7323331847935150,23108973879666300,!@9#%8,22756100000000000,Standard
May,18,Developer,27070.07,25188391666666600,7,3,11,4,12,17,7.68,6.0,_,919.76,2473337423551510,29 Years and 6 Months,No,7323331847935150,5800991024253160,High_spent_Small_value_payments,3806410000000000,Standard
June,18,Developer,27070.07_,,7,3,11,4,9,15,5.68,6.0,Standard,919.76,3639840658391590,29 Years and 7 Months,No,7323331847935150,176888357749622,High_spent_Large_value_payments,4009620000000000,Standard
July,18,Developer,27070.07,25188391666666600,7,3,11,4,7,13,5.68,6.0,Standard,919.76,37395217944954300,29 Years and 8 Months,No,7323331847935150,1902773796747630,Low_spent_Medium_value_payments,268373218512552,Standard
August,18,Developer,27070.07,25188391666666600,7,3,11,4,11,15,5.68,6.0,_,919.76,4001458592935240,29 Years and 9 Months,No,7323331847935150,13838176935677800,High_spent_Small_value_payments,3002690000000000,Standard
January,53_,Engineer,"17.992.775,00",,3,5,6,-100,5,9,8.61,2.0,Good,565.22,22380398869829700,18 Years and 11 Months,No,0.0,8844275346564010,!@9#%8,34849700000000000,Poor
February,53,Engineer,17992.775_,,3,5,6,0,11,15,8.61,2.0,_,565.22,372194630983679,19 Years and 0 Months,NM,0.0,13739842895242500,Low_spent_Small_value_payments,32954100000000000,Poor
March,-500,Engineer,"17.992.775,00",17693979166666600,3,5,6,0,4,12,46.099.999.999.999.900,2.0,_,565.22,23136824188394100,19 Years and 1 Months,No,0.0,9565646110813330,High_spent_Small_value_payments,34128300000000000,Poor
April,53_,Engineer,"17.992.775,00",17693979166666600,3,5,6,0,8,12,46.099.999.999.999.900,2.0,Good,565.22,25152109837976200,19 Years and 2 Months,No,0.0,16264325434416900,Low_spent_Small_value_payments,3042970000000000,Poor
May,53,Engineer,"17.992.775,00",17693979166666600,3,5,6,0,8,10,8.61,3.0,_,565.22,3418203110619990,19 Years and 3 Months,No,0.0,__10000__,High_spent_Medium_value_payments,38684100000000000,Standard
June,53,Engineer,"17.992.775,00",17693979166666600,3,5,6,0,5,10,8.61,3.0,Good,565.22,31053994287668000,19 Years and 4 Months,No,0.0,2300301883990670,!@9#%8,39393700000000000,Poor
July,53,Engineer,"17.992.775,00",17693979166666600,3,5,6,0,6,,8.61,3.0,_,565.22,33159711623098200,19 Years and 5 Months,No,0.0,1478725003902920,High_spent_Large_value_payments,4021530000000000,Poor
August,53,nan,"17.992.775,00",17693979166666600,3,5,570,0,8,,8.61,3.0,_,565.22,3346438826001860,19 Years and 6 Months,No,0.0,7904022403290660,Low_spent_Small_value_payments,38789956763376,Poor
January,55,Musician,139354.48,,3,1247,18,0,17,18,9.94,3.0,Standard,519.3,327110284040027,19 Years and 11 Months,No,0.0,3822110718661230,High_spent_Medium_value_payments,10310800000000000,Standard
February,55,nan,139354.48,1087226505763540,3,3,18,0,10,16,4.94,3.0,Standard,519.3,35049584514575100,20 Years and 0 Months,No,7606082756978750,5682347294161310,High_spent_Small_value_payments,8550530000000000,Standard
March,55,Musician,139354.48,1087226505763540,3,3,18,0,15,16,4.94,3.0,_,519.3,3356734169743550,20 Years and 1 Months,NM,7606082756978750,27729571482010200,High_spent_Small_value_payments,11459900000000000,Standard
